,report_date,total_gallons,gallons_returned,spill_start,spill_stop,hours,cause,actions,watershed,unit_id_1,unit_id_2,discharge_to,discharge_route,council_district,month,year,week,edwards_zone,pipe_diameter,pipe_length,pipe_type,installation_year,inches_no,rainfall_less_3,num_spills_compkey,num_spills_24mos,unit_type,asset_type,last_cleaned,response_time,response_datetime,public_notice,time_int,root_cause,steps_to_prevent,spill_street_address,multiple_spills,counts,months_since_cleaned,zip,lat,long
0,2019-03-10,2100,2100.0,3/10/2019 1:16:00 PM,3/10/2019 2:40:00 PM,1.4,grease,cleaned main,salado creek,66918,66917,street,none,0,3,2019,11,0,8.0,16.55,pvc,1997,0.0,0.0,1,1,gravity,sewer main,,0.45,2019-03-10,False,24,na,na,3200 Thousand Oaks Dr,False,1,0.0,78247-3317,29.572974,-98.436752
1,2019-03-10,80,0.0,3/10/2019 2:25:00 PM,3/10/2019 3:45:00 PM,1.333333333,grease,cleaned main,dos rios,24250,24193,stormdrain,none,3,3,2019,11,0,8.0,157.0,pvc,1988,0.0,0.0,1,1,gravity,sewer main,,1.08,2019-03-10,False,120,na,na,6804 S Flores St,False,1,0.0,78221-1902,29.352534,-98.489222
2,2019-03-09,79,0.0,3/9/2019 6:00:00 PM,3/9/2019 7:30:00 PM,1.5,structural,cleaned main,dos rios,2822,3351,alley,none,1,3,2019,10,0,8.0,350.0,cp,1955,0.0,0.0,1,1,gravity,sewer main,,1.00,2019-03-09,False,24,na,na,215 Audrey Alene Dr,True,1,0.0,78216-6610,29.50326,-98.503986
3,2019-03-09,83,0.0,3/9/2019 3:37:00 PM,3/9/2019 5:00:00 PM,1.3833333330000002,grease,na,salado creek,92804,92805,easement,none,3,3,2019,10,0,8.0,213.91,pvc,1983,0.0,0.0,1,1,gravity,sewer main,,0.55,2019-03-09,False,120,na,na,3602 Se Military Dr,False,1,0.0,78223-4582,29.353559,-98.425234
4,2019-03-06,75,0.0,3/6/2019 9:40:00 AM,3/6/2019 9:55:00 AM,0.25,structural,cleaned main,salado creek,61141,49543,street,none,2,3,2019,10,0,12.0,291.9,cp,1952,0.0,0.0,2,2,gravity,sewer main,,0.00,2019-03-06,False,3,na,na,100 Pansy Ln,False,1,0.0,78209,29.487718,-98.435759
5,2019-03-05,250,0.0,3/5/2019 2:22:00 PM,3/5/2019 2:32:00 PM,0.166666667,grease,cleaned main,dos rios,38907,26117,street,none,3,3,2019,10,0,8.0,315.0,rl,1992,0.0,0.0,2,2,gravity,sewer main,,0.00,2019-03-05,False,12,na,na,3200 S Hackberry St,False,1,0.0,78210,29.388004,-98.473421
6,2019-03-02,73,0.0,3/2/2019 1:42:00 PM,3/2/2019 2:55:00 PM,1.216666667,grease,cleaned main,medio creek,85120,85363,drainage culvert,none,4,3,2019,9,0,8.0,264.47,pvc,1985,0.0,0.0,1,1,gravity,sewer main,,0.73,2019-03-02,False,120,grease,"Increase FCS, ",9910 Sugarloaf Dr,False,1,0.0,78245-1147,29.434926,-98.675149
7,2019-03-01,76,0.0,3/1/2019 6:34:00 PM,3/1/2019 7:50:00 PM,1.266666667,grease,cleaned main,dos rios,26128,24334,stormdrain,none,3,3,2019,9,0,8.0,60.0,rl,2015,0.0,0.0,1,1,gravity,sewer main,,0.43,2019-03-01,False,120,na,"Increase FCS, ",3507 Piedmont Ave,False,2,0.0,78223-1367,29.382693,-98.466861
8,2019-03-01,76,0.0,3/1/2019 6:34:00 PM,3/1/2019 7:50:00 PM,1.266666667,grease,cleaned main,dos rios,26128,24334,stormdrain,none,3,3,2019,9,0,8.0,60.0,rl,2015,0.0,0.0,1,1,gravity,sewer main,,0.43,2019-03-01,False,120,na,"Increase FCS, ",3507 Piedmont Ave,False,2,0.0,78223-1367,29.382693,-98.466861
9,2013-02-28,500,0.0,2/28/2013 6:06:00 PM,2/28/2013 7:30:00 PM,1.4,debris,cleaned main,dos rios,24334,24336,stormdrain,none,0,2,2013,9,0,8.0,385.0,vcp,1965,0.0,0.0,1,0,gravity,sewer main,2010-08-11,0.0,,False,0,debris,"Design Request, ",3507 Piedmont Ave,False,2,30.0,78223-1367,29.382693,-98.466861
10,2013-02-28,500,0.0,2/28/2013 6:06:00 PM,2/28/2013 7:30:00 PM,1.4,debris,cleaned main,dos rios,24334,24336,stormdrain,none,0,2,2013,9,0,8.0,385.0,vcp,1965,0.0,0.0,1,0,gravity,sewer main,2010-08-11,0.0,,False,0,debris,"Design Request, ",3507 Piedmont Ave,False,2,30.0,78223-1367,29.382693,-98.466861
11,2019-02-26,3750,0.0,2/26/2019 9:00:00 AM,2/26/2019 10:15:00 AM,1.25,structural,cleaned main,leon creek,47292,47293,stormdrain,none,7,2,2019,9,0,8.0,175.39,cp,1956,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-02-26,False,120,structural,"Design Request, ",349 Alicia,False,1,0.0,78228-5806,29.447661,-98.579132
12,2019-02-26,66,0.0,2/26/2019 5:24:00 PM,2/26/2019 6:30:00 PM,1.1,grease,cleaned main,dos rios,14241,14896,street,none,1,2,2019,9,0,8.0,194.1,pvc,1992,0.0,0.0,1,1,gravity,sewer main,,0.43,2019-02-26,False,120,debris,"Increase FCS, ",1502 W Mistletoe Ave,False,1,0.0,78201-5445,29.45436,-98.519284
13,2019-02-25,25,0.0,2/25/2019 4:43:00 PM,2/25/2019 5:37:00 PM,0.9,grease,cleaned main,salado creek,58914,61251,street  - over the edwards aquifer recharge zone,none,9,2,2019,9,5,8.0,124.0,pvc,1987,0.0,0.0,2,1,gravity,sewer main,,0.82,2019-02-25,False,60,grease,"Design Request, ",5 Trophy Rdg,False,2,0.0,78258-7713,29.655751,-98.476729
14,2019-02-25,25,0.0,2/25/2019 4:43:00 PM,2/25/2019 5:37:00 PM,0.9,grease,cleaned main,salado creek,58914,61251,street  - over the edwards aquifer recharge zone,none,9,2,2019,9,5,8.0,124.0,pvc,1987,0.0,0.0,2,1,gravity,sewer main,,0.82,2019-02-25,False,60,grease,"Design Request, ",5 Trophy Rdg,False,2,0.0,78258-7713,29.655751,-98.476729
15,2013-11-17,40,0.0,11/17/2013 4:56:00 PM,11/17/2013 7:30:00 PM,2.566666667,grease,cleaned main,salado creek,58914,61251,street,none,9,11,2013,47,1,8.0,124.0,pvc,1987,0.0,0.0,1,0,gravity,sewer main,2010-11-16,0.0,,False,0,grease,Other,5 Trophy Rdg,False,2,36.0,78258-7713,29.655751,-98.476729
16,2013-11-17,40,0.0,11/17/2013 4:56:00 PM,11/17/2013 7:30:00 PM,2.566666667,grease,cleaned main,salado creek,58914,61251,street,none,9,11,2013,47,1,8.0,124.0,pvc,1987,0.0,0.0,1,0,gravity,sewer main,2010-11-16,0.0,,False,0,grease,Other,5 Trophy Rdg,False,2,36.0,78258-7713,29.655751,-98.476729
17,2019-02-25,71,0.0,2/25/2019 12:54:00 PM,2/25/2019 2:05:00 PM,1.183333333,grease,cleaned main,leon creek,34430,47275,stormdrain,none,7,2,2019,9,0,8.0,360.0,rl,2011,0.0,0.0,1,1,gravity,sewer main,,0.27,2019-02-25,False,12,grease,na,4100 Culebra Rd,False,1,0.0,78228-4561,29.448494,-98.58517
18,2019-02-24,1080,0.0,2/24/2019 5:42:00 PM,2/24/2019 7:30:00 PM,1.8,contractor,cleaned main,salado creek,353828,73051,ground  - over the edwards aquifer recharge zone,none,0,2,2019,9,5,8.0,141.95,pvc,2007,0.0,0.0,1,1,gravity,sewer main,,1.30,2019-02-24,False,60,contractor,na,25903 Turquoise Sky,False,1,0.0,78261-2588,29.684973,-98.43384
19,2019-02-20,288,0.0,2/20/2019 3:42:00 PM,2/20/2019 6:06:00 PM,2.4,contractor,cleaned main,dos rios,97780,97779,street,none,3,2,2019,8,0,8.0,351.3,vcp,1962,0.0,0.0,1,1,gravity,sewer main,,2.23,2019-02-20,False,120,contractor,"Point Repair, ",116 Golden Crown,False,1,0.0,78223,29.372391,-98.442481
20,2019-02-18,1330,0.0,2/18/2019 12:55:00 PM,2/18/2019 3:08:00 PM,2.2166666669999997,grease,cleaned lateral,salado creek,334582,na,drainage culvert - over the edwards aquifer transition zone,none,10,2,2019,8,0,6.0,0.0,pvc,9999,0.0,0.0,1,1,lateral,sewer service line,,1.92,2019-02-18,False,0,grease,na,3023 Thousand Oaks Dr,False,1,0.0,78247-3314,29.57497,-98.439315
21,2019-02-18,481,0.0,2/18/2019 4:14:00 PM,2/19/2019 12:15:00 AM,8.016666667,debris,cleaned main,leon creek,69776,69595,easement,none,4,2,2019,8,0,8.0,289.08,pvc,1988,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-02-18,False,120,debris,"Increase FCS, ",4838 Old Pearsall Rd,False,2,0.0,78242,29.363546,-98.591292
22,2019-02-18,481,0.0,2/18/2019 4:14:00 PM,2/19/2019 12:15:00 AM,8.016666667,debris,cleaned main,leon creek,69776,69595,easement,none,4,2,2019,8,0,8.0,289.08,pvc,1988,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-02-18,False,120,debris,"Increase FCS, ",4838 Old Pearsall Rd,False,2,0.0,78242,29.363546,-98.591292
23,2012-03-23,39000,0.0,3/22/2012 8:03:00 PM,3/23/2012 3:30:00 AM,7.45,debris,cleaned main,leon creek,68852,68955,ground,none,4,3,2012,12,0,12.0,268.8,vcp,1972,0.0,1.45,1,0,gravity,sewer main,,0.0,,False,0,debris,na,4838 Old Pearsall Rd,False,2,0.0,78242,29.363546,-98.591292
24,2012-03-23,39000,0.0,3/22/2012 8:03:00 PM,3/23/2012 3:30:00 AM,7.45,debris,cleaned main,leon creek,68852,68955,ground,none,4,3,2012,12,0,12.0,268.8,vcp,1972,0.0,1.45,1,0,gravity,sewer main,,0.0,,False,0,debris,na,4838 Old Pearsall Rd,False,2,0.0,78242,29.363546,-98.591292
25,2019-02-17,2000,0.0,2/17/2019 8:17:00 PM,2/17/2019 9:35:00 PM,1.3,other - mechanical,restored power to lift station,salado creek,LS249,na,ground - over the edwards aquifer recharge zone,none,0,2,2019,8,5,0.0,0.0,na,2005,0.0,0.0,2,1,submersed,sewer liftstation,,0.00,2019-02-17,False,0,lift station,na,23003 Treemont Park,False,1,0.0,78261-2677,29.65664,-98.425374
26,2019-02-13,22800,0.0,2/13/2019 5:28:00 AM,2/13/2019 8:00:00 AM,2.5333333330000003,debris,cleaned main,dos rios,559796,94778,drainage culvert - over the edwards aquifer recharge zone,none,0,2,2019,7,3,8.0,429.13,pvc,2006,0.0,0.0,1,1,gravity,sewer main,,2.03,2019-02-13,False,60,debris,"Increase FCS, ",17203 Nw Military Hwy,False,1,0.0,78257-0003,29.603072,-98.565855
27,2019-02-13,113,0.0,2/13/2019 1:07:00 PM,2/13/2019 3:00:00 PM,1.8833333330000002,structural,cleaned lateral,leon creek,69611,69610,ground,none,4,2,2019,7,0,8.0,300.0,pvc,1979,0.0,0.0,1,1,gravity,sewer main,,1.63,2019-02-13,False,120,structural,na,5126 Gwenda Lea,False,1,0.0,78242-2416,29.347491,-98.599311
28,2019-02-04,150,0.0,2/4/2019 9:00:00 PM,2/4/2019 9:30:00 PM,0.5,contractor,cleaned main,leon creek,1004735,1004741,drainage culvert,leon creek,0,2,2019,6,0,8.0,291.5402759,pvc,2016,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-02-04,False,12,contractor,"Increase FCS, ",12014 Canyon Rock Ln,False,1,0.0,,29.425173,-98.494599
29,2019-02-02,1525,0.0,2/2/2019 8:55:00 AM,2/2/2019 9:56:00 AM,1.016666667,debris,cleaned main,leon creek,53732,53733,drainage culvert,none,6,2,2019,5,0,8.0,415.61,pvc,1987,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-02-02,False,120,contractor,"Increase FCS, ",4315 Rogers Rd,False,1,0.0,78251-3689,29.473775,-98.693107
30,2019-01-31,2000,2000.0,1/31/2019 10:35:00 AM,1/31/2019 10:35:00 AM,0.0,structural,repaired force main,leon creek,1035473,64405,drainage culvert,none,4,1,2019,5,0,8.0,931.0,cas,1988,0.0,0.0,5,1,force,sewer main,,0.00,2019-01-31,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
31,2019-01-31,2000,2000.0,1/31/2019 10:35:00 AM,1/31/2019 10:35:00 AM,0.0,structural,repaired force main,leon creek,1035473,64405,drainage culvert,none,4,1,2019,5,0,8.0,931.0,cas,1988,0.0,0.0,5,1,force,sewer main,,0.00,2019-01-31,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
32,2019-01-31,2000,2000.0,1/31/2019 10:35:00 AM,1/31/2019 10:35:00 AM,0.0,structural,repaired force main,leon creek,1035473,64405,drainage culvert,none,4,1,2019,5,0,8.0,931.0,cas,1988,0.0,0.0,5,1,force,sewer main,,0.00,2019-01-31,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
33,2019-01-31,2000,2000.0,1/31/2019 10:35:00 AM,1/31/2019 10:35:00 AM,0.0,structural,repaired force main,leon creek,1035473,64405,drainage culvert,none,4,1,2019,5,0,8.0,931.0,cas,1988,0.0,0.0,5,1,force,sewer main,,0.00,2019-01-31,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
34,2019-01-31,2000,2000.0,1/31/2019 10:35:00 AM,1/31/2019 10:35:00 AM,0.0,structural,repaired force main,leon creek,1035473,64405,drainage culvert,none,4,1,2019,5,0,8.0,931.0,cas,1988,0.0,0.0,5,1,force,sewer main,,0.00,2019-01-31,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
35,2016-03-28,40,0.0,3/28/2016 10:00:00 AM,3/28/2016 11:00:00 AM,1.0,structural,repaired main,leon creek,LS163,64405,ground,none,6,3,2016,14,0,8.0,987.0,cas,1988,0.0,0.0,4,2,force,sewer main,,0.00,2016-03-28,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
36,2016-03-28,40,0.0,3/28/2016 10:00:00 AM,3/28/2016 11:00:00 AM,1.0,structural,repaired main,leon creek,LS163,64405,ground,none,6,3,2016,14,0,8.0,987.0,cas,1988,0.0,0.0,4,2,force,sewer main,,0.00,2016-03-28,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
37,2016-03-28,40,0.0,3/28/2016 10:00:00 AM,3/28/2016 11:00:00 AM,1.0,structural,repaired main,leon creek,LS163,64405,ground,none,6,3,2016,14,0,8.0,987.0,cas,1988,0.0,0.0,4,2,force,sewer main,,0.00,2016-03-28,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
38,2016-03-28,40,0.0,3/28/2016 10:00:00 AM,3/28/2016 11:00:00 AM,1.0,structural,repaired main,leon creek,LS163,64405,ground,none,6,3,2016,14,0,8.0,987.0,cas,1988,0.0,0.0,4,2,force,sewer main,,0.00,2016-03-28,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
39,2016-03-28,40,0.0,3/28/2016 10:00:00 AM,3/28/2016 11:00:00 AM,1.0,structural,repaired main,leon creek,LS163,64405,ground,none,6,3,2016,14,0,8.0,987.0,cas,1988,0.0,0.0,4,2,force,sewer main,,0.00,2016-03-28,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
40,2016-03-21,10,0.0,3/21/2016 3:53:00 PM,3/21/2016 4:30:00 PM,0.6166666670000001,structural,repaired main,leon creek,LS163,64405,ground,na,6,3,2016,13,0,8.0,987.0,cas,1988,0.0,0.06,3,1,force,sewer main,,0.00,2016-03-21,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
41,2016-03-21,10,0.0,3/21/2016 3:53:00 PM,3/21/2016 4:30:00 PM,0.6166666670000001,structural,repaired main,leon creek,LS163,64405,ground,na,6,3,2016,13,0,8.0,987.0,cas,1988,0.0,0.06,3,1,force,sewer main,,0.00,2016-03-21,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
42,2016-03-21,10,0.0,3/21/2016 3:53:00 PM,3/21/2016 4:30:00 PM,0.6166666670000001,structural,repaired main,leon creek,LS163,64405,ground,na,6,3,2016,13,0,8.0,987.0,cas,1988,0.0,0.06,3,1,force,sewer main,,0.00,2016-03-21,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
43,2016-03-21,10,0.0,3/21/2016 3:53:00 PM,3/21/2016 4:30:00 PM,0.6166666670000001,structural,repaired main,leon creek,LS163,64405,ground,na,6,3,2016,13,0,8.0,987.0,cas,1988,0.0,0.06,3,1,force,sewer main,,0.00,2016-03-21,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
44,2016-03-21,10,0.0,3/21/2016 3:53:00 PM,3/21/2016 4:30:00 PM,0.6166666670000001,structural,repaired main,leon creek,LS163,64405,ground,na,6,3,2016,13,0,8.0,987.0,cas,1988,0.0,0.06,3,1,force,sewer main,,0.00,2016-03-21,False,120,structural,"Point Repair, ",9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
45,2012-08-21,15,0.0,8/21/2012 11:41:00 AM,8/21/2012 2:00:00 PM,2.316666667,structural,repaired force main,leon creek,LS163,64405,ground,none,6,8,2012,34,0,8.0,987.0,cas,1988,0.0,2.41,2,1,force,sewer main,2011-03-16,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,17.0,78251,29.437637,-98.680944
46,2012-08-21,15,0.0,8/21/2012 11:41:00 AM,8/21/2012 2:00:00 PM,2.316666667,structural,repaired force main,leon creek,LS163,64405,ground,none,6,8,2012,34,0,8.0,987.0,cas,1988,0.0,2.41,2,1,force,sewer main,2011-03-16,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,17.0,78251,29.437637,-98.680944
47,2012-08-21,15,0.0,8/21/2012 11:41:00 AM,8/21/2012 2:00:00 PM,2.316666667,structural,repaired force main,leon creek,LS163,64405,ground,none,6,8,2012,34,0,8.0,987.0,cas,1988,0.0,2.41,2,1,force,sewer main,2011-03-16,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,17.0,78251,29.437637,-98.680944
48,2012-08-21,15,0.0,8/21/2012 11:41:00 AM,8/21/2012 2:00:00 PM,2.316666667,structural,repaired force main,leon creek,LS163,64405,ground,none,6,8,2012,34,0,8.0,987.0,cas,1988,0.0,2.41,2,1,force,sewer main,2011-03-16,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,17.0,78251,29.437637,-98.680944
49,2012-08-21,15,0.0,8/21/2012 11:41:00 AM,8/21/2012 2:00:00 PM,2.316666667,structural,repaired force main,leon creek,LS163,64405,ground,none,6,8,2012,34,0,8.0,987.0,cas,1988,0.0,2.41,2,1,force,sewer main,2011-03-16,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,17.0,78251,29.437637,-98.680944
50,2011-03-16,200,100.0,3/16/2011 11:30:00 AM,3/16/2011 2:00:00 PM,2.5,break in main,repaired force main,leon creek,LS163,64405,ground,none,6,3,2011,12,0,8.0,987.0,cas,1988,0.0,0.0,2,0,force,sewer main,,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
51,2011-03-16,200,100.0,3/16/2011 11:30:00 AM,3/16/2011 2:00:00 PM,2.5,break in main,repaired force main,leon creek,LS163,64405,ground,none,6,3,2011,12,0,8.0,987.0,cas,1988,0.0,0.0,2,0,force,sewer main,,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
52,2011-03-16,200,100.0,3/16/2011 11:30:00 AM,3/16/2011 2:00:00 PM,2.5,break in main,repaired force main,leon creek,LS163,64405,ground,none,6,3,2011,12,0,8.0,987.0,cas,1988,0.0,0.0,2,0,force,sewer main,,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
53,2011-03-16,200,100.0,3/16/2011 11:30:00 AM,3/16/2011 2:00:00 PM,2.5,break in main,repaired force main,leon creek,LS163,64405,ground,none,6,3,2011,12,0,8.0,987.0,cas,1988,0.0,0.0,2,0,force,sewer main,,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
54,2011-03-16,200,100.0,3/16/2011 11:30:00 AM,3/16/2011 2:00:00 PM,2.5,break in main,repaired force main,leon creek,LS163,64405,ground,none,6,3,2011,12,0,8.0,987.0,cas,1988,0.0,0.0,2,0,force,sewer main,,0.0,,False,0,structural,na,9765 Potranco Rd,False,5,0.0,78251,29.437637,-98.680944
55,2019-01-26,2500,0.0,1/26/2019 9:00:00 AM,1/26/2019 10:40:00 AM,1.6666666669999999,contractor - contractor damaged 8 inch force main,repaired force main,salado creek,940096,940095,drainage culvert,none,0,1,2019,4,1,8.0,76.34,pvc,2006,0.0,0.0,1,1,force,sewer force main,,0.50,2019-01-26,False,0,contractor,"Point Repair, ",21700 Angostura Blvd,False,1,0.0,78261-2607,29.64181,-98.384193
56,2019-01-25,176,0.0,1/25/2019 10:17:00 AM,1/25/2019 11:45:00 AM,1.466666667,structural,cleaned main,leon creek,84265,84264,street,none,4,1,2019,4,0,8.0,297.15,vcp,1961,0.0,0.0,1,1,gravity,sewer main,,0.72,2019-01-25,False,12,structural,"Design Request, ",109 Westoak Rd,False,1,0.0,78227-3523,29.401607,-98.634522
57,2019-01-25,2900,0.0,1/25/2019 4:49:00 PM,1/25/2019 6:45:00 PM,1.9333333330000002,debris,cleaned main,dos rios,1022497,18543,drainage culvert,none,6,1,2019,4,0,8.0,60.0,pvc,2001,0.0,0.0,1,1,gravity,sewer main,,1.52,2019-01-25,False,3,debris,"Increase FCS, ",450 S Acme Rd,False,1,0.0,78237-2215,29.426206,-98.58761
58,2019-01-24,1000,0.0,1/24/2019 8:40:00 PM,1/24/2019 8:50:00 PM,0.166666667,grease,cleaned main,dos rios,78976,78759,stormdrain,none,8,1,2019,4,0,8.0,323.0,hdpe,2014,0.0,0.0,2,1,gravity,sewer main,,0.00,2019-01-24,False,12,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
59,2019-01-24,1000,0.0,1/24/2019 8:40:00 PM,1/24/2019 8:50:00 PM,0.166666667,grease,cleaned main,dos rios,78976,78759,stormdrain,none,8,1,2019,4,0,8.0,323.0,hdpe,2014,0.0,0.0,2,1,gravity,sewer main,,0.00,2019-01-24,False,12,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
60,2019-01-24,1000,0.0,1/24/2019 8:40:00 PM,1/24/2019 8:50:00 PM,0.166666667,grease,cleaned main,dos rios,78976,78759,stormdrain,none,8,1,2019,4,0,8.0,323.0,hdpe,2014,0.0,0.0,2,1,gravity,sewer main,,0.00,2019-01-24,False,12,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
61,2016-11-02,3775,0.0,11/2/2016 11:14:00 AM,11/2/2016 1:45:00 PM,2.516666667,grease,cleaned main,dos rios,78976,78759,stormdrain - over the edwards aquifer recharge zone,none,8,11,2016,45,0,8.0,323.0,hdpe,2014,0.0,0.06,1,1,gravity,sewer main,,0.00,2016-11-02,False,24,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
62,2016-11-02,3775,0.0,11/2/2016 11:14:00 AM,11/2/2016 1:45:00 PM,2.516666667,grease,cleaned main,dos rios,78976,78759,stormdrain - over the edwards aquifer recharge zone,none,8,11,2016,45,0,8.0,323.0,hdpe,2014,0.0,0.06,1,1,gravity,sewer main,,0.00,2016-11-02,False,24,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
63,2016-11-02,3775,0.0,11/2/2016 11:14:00 AM,11/2/2016 1:45:00 PM,2.516666667,grease,cleaned main,dos rios,78976,78759,stormdrain - over the edwards aquifer recharge zone,none,8,11,2016,45,0,8.0,323.0,hdpe,2014,0.0,0.06,1,1,gravity,sewer main,,0.00,2016-11-02,False,24,grease,"Increase FCS, ",11723 Whisper Valley,False,3,0.0,78230-3739,29.549848,-98.541879
64,2010-12-23,200,0.0,12/23/2010 11:00:00 AM,12/23/2010 1:00:00 PM,2.0,grease,cleaned main,dos rios,89911,89912,street,none,8,12,2010,52,0,8.0,347.6,vcp,1974,0.0,0.01,1,0,gravity,sewer main,2010-06-26,0.0,,False,0,grease,na,11723 Whisper Valley,False,3,5.0,78230-3739,29.549848,-98.541879
65,2010-12-23,200,0.0,12/23/2010 11:00:00 AM,12/23/2010 1:00:00 PM,2.0,grease,cleaned main,dos rios,89911,89912,street,none,8,12,2010,52,0,8.0,347.6,vcp,1974,0.0,0.01,1,0,gravity,sewer main,2010-06-26,0.0,,False,0,grease,na,11723 Whisper Valley,False,3,5.0,78230-3739,29.549848,-98.541879
66,2010-12-23,200,0.0,12/23/2010 11:00:00 AM,12/23/2010 1:00:00 PM,2.0,grease,cleaned main,dos rios,89911,89912,street,none,8,12,2010,52,0,8.0,347.6,vcp,1974,0.0,0.01,1,0,gravity,sewer main,2010-06-26,0.0,,False,0,grease,na,11723 Whisper Valley,False,3,5.0,78230-3739,29.549848,-98.541879
67,2019-01-24,315,0.0,1/24/2019 6:27:00 PM,1/24/2019 7:30:00 PM,1.05,grease,cleaned main,leon creek,68970,69020,drainage culvert,none,4,1,2019,4,0,8.0,270.0,vcp,1972,0.0,0.0,1,1,gravity,sewer main,,0.83,2019-01-24,False,12,grease,"Point Repair, ",6019 Stoney Creek Dr,False,1,0.0,78242-2639,29.343928,-98.614715
68,2019-01-23,103,0.0,1/23/2019 1:42:00 PM,1/23/2019 3:25:00 PM,1.716666667,grease,cleaned main,dos rios,20026,20589,street,none,5,1,2019,4,0,10.0,403.2,pvc,1982,0.0,0.0,1,1,gravity,sewer main,,1.22,2019-01-23,False,120,grease,"Increase FCS, ",200 Castroville Rd,False,1,0.0,78207-5132,29.419934,-98.539472
69,2019-01-22,900,900.0,1/22/2019 10:54:00 AM,1/22/2019 11:30:00 AM,0.6,contractor,repaired by-pass line,dos rios,507003,10878,drainage culvert,none,9,1,2019,4,0,12.0,199.0,hdpe,2012,0.0,0.0,1,1,gravity,sewer main,,0.00,2019-01-22,False,6,contractor,na,3709 N St Mary'S St,False,1,0.0,78212-3165,29.458498,-98.477891
70,2019-01-22,45000,0.0,1/22/2019 6:18:00 PM,1/22/2019 11:05:00 PM,4.783333333,structural,repaired force main,salado creek,LS191PMP02,59375,creek bed - spilled into dry creek bed of mudd crk - over the edwards aquifer recharge zone,mudd creek,0,1,2019,4,0,0.0,0.0,na,9999,0.0,0.0,1,1,pmpsubm,sewer pump,,1.53,2019-01-22,False,0,structural,"Point Repair, ",20710 Cactus Loop,False,1,0.0,78258-7454,29.634365,-98.46613
71,2019-01-12,2192,0.0,1/12/2019 5:13:00 PM,1/12/2019 7:30:00 PM,2.28,i/i,monitored area,salado creek,60181,483395,ground,none,10,1,2019,2,0,33.0,35.0,cas,1973,0.0,0.0,1,1,siphon,sewer main,,0.62,2019-01-12,False,0,rain event,"Capacity Project, ",1804 Austin Hwy,False,1,0.0,78218-1713,29.499648,-98.421919
72,2019-01-07,1455,0.0,1/7/2019 10:45:00 AM,1/8/2019 11:00:00 AM,24.25,structural,repaired lateral,dos rios,33518,na,alley,none,5,1,2019,2,0,6.0,0.0,pvc,9999,0.0,0.0,1,1,lateral,sewer service line,,0.05,2019-01-07,False,0,structural,na,3310 Saunders,False,1,0.0,78207-4053,29.425718,-98.53575
